fecha,region,producto,ventas,promedio_producto,venta_sobre_prom_producto,promedio_region,venta_sobre_prom_region
2026-05-19,Centro,C,1430,1249.1223587223587,True,1247.875754527163,True
2026-05-19,Sur,C,1497,1249.1223587223587,True,1261.8334174659262,True
2026-05-19,Sur,A,1017,1256.3965252938171,False,1261.8334174659262,False
2026-05-19,Centro,C,1758,1249.1223587223587,True,1247.875754527163,True
2026-05-19,Norte,C,1136,1249.1223587223587,False,1252.625190452006,False
2026-05-19,Norte,C,1310,1249.1223587223587,True,1252.625190452006,True
2026-05-19,Centro,C,805,1249.1223587223587,False,1247.875754527163,False
2026-05-19,Sur,B,777,1257.0174717368961,False,1261.8334174659262,False
2026-05-19,Centro,B,1885,1257.0174717368961,True,1247.875754527163,True
2026-05-19,Sur,A,1311,1256.3965252938171,True,1261.8334174659262,True
2026-05-19,Norte,A,1149,1256.3965252938171,False,1252.625190452006,False
2026-05-19,Norte,B,640,1257.0174717368961,False,1252.625190452006,False
2026-05-19,Norte,B,516,1257.0174717368961,False,1252.625190452006,False
2026-05-19,Centro,A,638,1256.3965252938171,False,1247.875754527163,False
2026-05-19,Sur,C,1187,1249.1223587223587,False,1261.8334174659262,False
2026-05-19,Centro,A,944,1256.3965252938171,False,1247.875754527163,False
2026-05-19,Centro,A,1453,1256.3965252938171,True,1247.875754527163,True
2026-05-19,Sur,C,1284,1249.1223587223587,True,1261.8334174659262,True
2026-05-19,Sur,A,1677,1256.3965252938171,True,1261.8334174659262,True
2026-05-19,Norte,C,639,1249.1223587223587,False,1252.625190452006,False
2026-05-19,Sur,B,748,1257.0174717368961,False,1261.8334174659262,False
2026-05-19,Norte,A,1924,1256.3965252938171,True,1252.625190452006,True
2026-05-19,Centro,B,1943,1257.0174717368961,True,1247.875754527163,True
2026-05-19,Sur,C,593,1249.1223587223587,False,1261.8334174659262,False
2026-05-19,Centro,A,1214,1256.3965252938171,False,1247.875754527163,False
2026-05-19,Sur,A,1669,1256.3965252938171,True,1261.8334174659262,True
2026-05-19,Norte,A,1337,1256.3965252938171,True,1252.625190452006,True
2026-05-19,Centro,C,1197,1249.1223587223587,False,1247.875754527163,False
2026-05-19,Sur,C,774,1249.1223587223587,False,1261.8334174659262,False
2026-05-19,Norte,A,1493,1256.3965252938171,True,1252.625190452006,True
2026-05-19,Centro,A,857,1256.3965252938171,False,1247.875754527163,False
2026-05-19,Centro,C,794,1249.1223587223587,False,1247.875754527163,False
2026-05-19,Centro,C,1128,1249.1223587223587,False,1247.875754527163,False
2026-05-19,Norte,B,1157,1257.0174717368961,False,1252.625190452006,False
2026-05-19,Centro,A,1095,1256.3965252938171,False,1247.875754527163,False
2026-05-19,Sur,C,634,1249.1223587223587,False,1261.8334174659262,False
2026-05-19,Norte,A,714,1256.3965252938171,False,1252.625190452006,False
2026-05-19,Centro,B,697,1257.0174717368961,False,1247.875754527163,False
2026-05-19,Sur,B,1494,1257.0174717368961,True,1261.8334174659262,True
2026-05-19,Norte,A,1032,1256.3965252938171,False,1252.625190452006,False
2026-05-19,Centro,C,1713,1249.1223587223587,True,1247.875754527163,True
2026-05-19,Sur,C,1419,1249.1223587223587,True,1261.8334174659262,True
2026-05-19,Sur,B,1650,1257.0174717368961,True,1261.8334174659262,True
2026-05-19,Sur,B,535,1257.0174717368961,False,1261.8334174659262,False
2026-05-19,Norte,C,935,1249.1223587223587,False,1252.625190452006,False
2026-05-19,Centro,C,1667,1249.1223587223587,True,1247.875754527163,True
2026-05-19,Sur,C,1823,1249.1223587223587,True,1261.8334174659262,True
2026-05-19,Centro,B,1251,1257.0174717368961,False,1247.875754527163,True
2026-05-19,Centro,C,1072,1249.1223587223587,False,1247.875754527163,False
2026-05-19,Norte,A,1018,1256.3965252938171,False,1252.625190452006,False
2026-05-19,Sur,B,644,1257.0174717368961,False,1261.8334174659262,False
2026-05-19,Centro,A,904,1256.3965252938171,False,1247.875754527163,False
2026-05-19,Norte,C,1852,1249.1223587223587,True,1252.625190452006,True
2026-05-19,Centro,A,724,1256.3965252938171,False,1247.875754527163,False
2026-05-19,Centro,C,1869,1249.1223587223587,True,1247.875754527163,True
2026-05-19,Sur,C,1242,1249.1223587223587,False,1261.8334174659262,False
2026-05-19,Centro,C,1494,1249.1223587223587,True,1247.875754527163,True
2026-05-19,Norte,A,1945,1256.3965252938171,True,1252.625190452006,True
2026-05-19,Centro,A,1853,1256.3965252938171,True,1247.875754527163,True
2026-05-19,Sur,C,982,1249.1223587223587,False,1261.8334174659262,False
2026-05-19,Centro,C,721,1249.1223587223587,False,1247.875754527163,False
2026-05-19,Centro,A,1950,1256.3965252938171,True,1247.875754527163,True
2026-05-19,Sur,C,549,1249.1223587223587,False,1261.8334174659262,False
2026-05-19,Centro,C,1823,1249.1223587223587,True,1247.875754527163,True
2026-05-19,Norte,C,910,1249.1223587223587,False,1252.625190452006,False
2026-05-19,Sur,C,1697,1249.1223587223587,True,1261.8334174659262,True
2026-05-19,Norte,A,1503,1256.3965252938171,True,1252.625190452006,True
2026-05-19,Norte,B,834,1257.0174717368961,False,1252.625190452006,False
2026-05-19,Norte,C,529,1249.1223587223587,False,1252.625190452006,False
2026-05-19,Norte,B,751,1257.0174717368961,False,1252.625190452006,False
2026-05-19,Centro,B,1454,1257.0174717368961,True,1247.875754527163,True
2026-05-19,Sur,B,782,1257.0174717368961,False,1261.8334174659262,False
2026-05-19,Centro,A,731,1256.3965252938171,False,1247.875754527163,False
2026-05-19,Sur,C,1680,1249.1223587223587,True,1261.8334174659262,True
2026-05-19,Centro,C,1066,1249.1223587223587,False,1247.875754527163,False
2026-05-19,Centro,C,1445,1249.1223587223587,True,1247.875754527163,True
2026-05-19,Centro,C,1331,1249.1223587223587,True,1247.875754527163,True
2026-05-19,Centro,A,1600,1256.3965252938171,True,1247.875754527163,True
2026-05-19,Centro,A,1210,1256.3965252938171,False,1247.875754527163,False
2026-05-19,Norte,B,838,1257.0174717368961,False,1252.625190452006,False
2026-05-19,Centro,C,1593,1249.1223587223587,True,1247.875754527163,True
2026-05-19,Norte,B,739,1257.0174717368961,False,1252.625190452006,False
2026-05-19,Norte,B,1388,1257.0174717368961,True,1252.625190452006,True
2026-05-19,Sur,C,1237,1249.1223587223587,False,1261.8334174659262,False
2026-05-19,Centro,A,1172,1256.3965252938171,False,1247.875754527163,False
2026-05-19,Norte,A,1755,1256.3965252938171,True,1252.625190452006,True
2026-05-19,Centro,B,1502,1257.0174717368961,True,1247.875754527163,True
2026-05-19,Centro,C,1585,1249.1223587223587,True,1247.875754527163,True
2026-05-19,Norte,C,1201,1249.1223587223587,False,1252.625190452006,False
2026-05-19,Sur,C,1699,1249.1223587223587,True,1261.8334174659262,True
2026-05-19,Sur,A,966,1256.3965252938171,False,1261.8334174659262,False
2026-05-19,Norte,A,1838,1256.3965252938171,True,1252.625190452006,True
2026-05-19,Sur,C,1461,1249.1223587223587,True,1261.8334174659262,True
2026-05-19,Norte,B,1762,1257.0174717368961,True,1252.625190452006,True
2026-05-19,Sur,A,1773,1256.3965252938171,True,1261.8334174659262,True
2026-05-19,Centro,A,963,1256.3965252938171,False,1247.875754527163,False
2026-05-19,Norte,A,1685,1256.3965252938171,True,1252.625190452006,True
2026-05-19,Centro,C,1186,1249.1223587223587,False,1247.875754527163,False
2026-05-19,Norte,B,1811,1257.0174717368961,True,1252.625190452006,True
2026-05-19,Norte,B,1193,1257.0174717368961,False,1252.625190452006,False
2026-05-19,Centro,A,1583,1256.3965252938171,True,1247.875754527163,True
2026-05-19,Centro,C,1727,1249.1223587223587,True,1247.875754527163,True
2026-05-19,Norte,C,1231,1249.1223587223587,False,1252.625190452006,False
2026-05-19,Norte,B,727,1257.0174717368961,False,1252.625190452006,False
2026-05-19,Centro,B,1463,1257.0174717368961,True,1247.875754527163,True
2026-05-19,Sur,C,1034,1249.1223587223587,False,1261.8334174659262,False
2026-05-19,Centro,C,1545,1249.1223587223587,True,1247.875754527163,True
2026-05-19,Sur,C,1103,1249.1223587223587,False,1261.8334174659262,False
2026-05-19,Centro,C,1201,1249.1223587223587,False,1247.875754527163,False
2026-05-19,Norte,B,636,1257.0174717368961,False,1252.625190452006,False
2026-05-19,Norte,B,1695,1257.0174717368961,True,1252.625190452006,True
2026-05-19,Centro,B,898,1257.0174717368961,False,1247.875754527163,False
2026-05-19,Norte,C,745,1249.1223587223587,False,1252.625190452006,False
2026-05-20,Sur,B,587,1257.0174717368961,False,1261.8334174659262,False
2026-05-20,Sur,B,1551,1257.0174717368961,True,1261.8334174659262,True
2026-05-20,Sur,B,1690,1257.0174717368961,True,1261.8334174659262,True
2026-05-20,Sur,B,856,1257.0174717368961,False,1261.8334174659262,False
2026-05-20,Sur,B,851,1257.0174717368961,False,1261.8334174659262,False
2026-05-20,Norte,B,1722,1257.0174717368961,True,1252.625190452006,True
2026-05-20,Sur,B,1308,1257.0174717368961,True,1261.8334174659262,True
2026-05-20,Centro,C,704,1249.1223587223587,False,1247.875754527163,False
2026-05-20,Centro,A,766,1256.3965252938171,False,1247.875754527163,False
2026-05-20,Centro,B,1476,1257.0174717368961,True,1247.875754527163,True
2026-05-20,Sur,C,971,1249.1223587223587,False,1261.8334174659262,False
2026-05-20,Norte,A,599,1256.3965252938171,False,1252.625190452006,False
2026-05-20,Norte,B,1395,1257.0174717368961,True,1252.625190452006,True
2026-05-20,Norte,C,941,1249.1223587223587,False,1252.625190452006,False
2026-05-20,Norte,C,560,1249.1223587223587,False,1252.625190452006,False
2026-05-20,Centro,C,620,1249.1223587223587,False,1247.875754527163,False
2026-05-20,Norte,B,1501,1257.0174717368961,True,1252.625190452006,True
2026-05-20,Centro,B,1370,1257.0174717368961,True,1247.875754527163,True
2026-05-20,Sur,C,1833,1249.1223587223587,True,1261.8334174659262,True
2026-05-20,Norte,C,1391,1249.1223587223587,True,1252.625190452006,True
2026-05-20,Norte,B,1620,1257.0174717368961,True,1252.625190452006,True
2026-05-20,Centro,C,1722,1249.1223587223587,True,1247.875754527163,True
2026-05-20,Sur,B,1582,1257.0174717368961,True,1261.8334174659262,True
2026-05-20,Norte,B,702,1257.0174717368961,False,1252.625190452006,False
2026-05-20,Sur,B,1820,1257.0174717368961,True,1261.8334174659262,True
2026-05-20,Centro,B,1316,1257.0174717368961,True,1247.875754527163,True
2026-05-20,Centro,B,693,1257.0174717368961,False,1247.875754527163,False
2026-05-20,Sur,B,1479,1257.0174717368961,True,1261.8334174659262,True
2026-05-20,Centro,B,1037,1257.0174717368961,False,1247.875754527163,False
2026-05-20,Norte,A,1463,1256.3965252938171,True,1252.625190452006,True
2026-05-20,Sur,A,802,1256.3965252938171,False,1261.8334174659262,False
2026-05-20,Sur,B,1506,1257.0174717368961,True,1261.8334174659262,True
2026-05-20,Centro,A,532,1256.3965252938171,False,1247.875754527163,False
2026-05-20,Norte,C,1586,1249.1223587223587,True,1252.625190452006,True
2026-05-20,Centro,B,1581,1257.0174717368961,True,1247.875754527163,True
2026-05-20,Norte,A,1712,1256.3965252938171,True,1252.625190452006,True
2026-05-20,Centro,B,1666,1257.0174717368961,True,1247.875754527163,True
2026-05-20,Norte,B,1415,1257.0174717368961,True,1252.625190452006,True
2026-05-20,Sur,C,1503,1249.1223587223587,True,1261.8334174659262,True
2026-05-20,Centro,B,735,1257.0174717368961,False,1247.875754527163,False
2026-05-20,Norte,B,514,1257.0174717368961,False,1252.625190452006,False
2026-05-20,Sur,B,870,1257.0174717368961,False,1261.8334174659262,False
2026-05-20,Norte,B,1115,1257.0174717368961,False,1252.625190452006,False
2026-05-20,Sur,B,1466,1257.0174717368961,True,1261.8334174659262,True
2026-05-20,Centro,B,1291,1257.0174717368961,True,1247.875754527163,True
2026-05-20,Norte,C,886,1249.1223587223587,False,1252.625190452006,False
2026-05-20,Norte,C,1860,1249.1223587223587,True,1252.625190452006,True
2026-05-20,Sur,C,725,1249.1223587223587,False,1261.8334174659262,False
2026-05-20,Sur,C,645,1249.1223587223587,False,1261.8334174659262,False
2026-05-20,Centro,C,1700,1249.1223587223587,True,1247.875754527163,True
2026-05-20,Centro,B,914,1257.0174717368961,False,1247.875754527163,False
2026-05-20,Centro,C,1026,1249.1223587223587,False,1247.875754527163,False
2026-05-20,Sur,C,1528,1249.1223587223587,True,1261.8334174659262,True
2026-05-20,Sur,C,552,1249.1223587223587,False,1261.8334174659262,False
2026-05-20,Centro,B,1979,1257.0174717368961,True,1247.875754527163,True
2026-05-20,Centro,B,929,1257.0174717368961,False,1247.875754527163,False
2026-05-20,Centro,B,1596,1257.0174717368961,True,1247.875754527163,True
2026-05-20,Sur,B,860,1257.0174717368961,False,1261.8334174659262,False
2026-05-20,Norte,C,1723,1249.1223587223587,True,1252.625190452006,True
2026-05-20,Sur,B,1719,1257.0174717368961,True,1261.8334174659262,True
2026-05-20,Centro,C,674,1249.1223587223587,False,1247.875754527163,False
2026-05-20,Sur,A,944,1256.3965252938171,False,1261.8334174659262,False
2026-05-20,Norte,C,1511,1249.1223587223587,True,1252.625190452006,True
2026-05-20,Norte,A,1976,1256.3965252938171,True,1252.625190452006,True
2026-05-20,Norte,B,1943,1257.0174717368961,True,1252.625190452006,True
2026-05-20,Norte,A,985,1256.3965252938171,False,1252.625190452006,False
2026-05-20,Centro,C,1208,1249.1223587223587,False,1247.875754527163,False
2026-05-20,Norte,C,1678,1249.1223587223587,True,1252.625190452006,True
2026-05-20,Norte,B,1153,1257.0174717368961,False,1252.625190452006,False
2026-05-20,Sur,C,528,1249.1223587223587,False,1261.8334174659262,False
2026-05-20,Centro,A,1529,1256.3965252938171,True,1247.875754527163,True
2026-05-20,Sur,C,908,1249.1223587223587,False,1261.8334174659262,False
2026-05-20,Norte,A,518,1256.3965252938171,False,1252.625190452006,False
2026-05-20,Sur,A,1979,1256.3965252938171,True,1261.8334174659262,True
2026-05-20,Sur,B,1869,1257.0174717368961,True,1261.8334174659262,True
2026-05-20,Centro,C,1048,1249.1223587223587,False,1247.875754527163,False
2026-05-20,Centro,C,1455,1249.1223587223587,True,1247.875754527163,True
2026-05-20,Sur,B,964,1257.0174717368961,False,1261.8334174659262,False
2026-05-20,Centro,C,1523,1249.1223587223587,True,1247.875754527163,True
2026-05-20,Norte,C,1493,1249.1223587223587,True,1252.625190452006,True
2026-05-20,Sur,A,553,1256.3965252938171,False,1261.8334174659262,False
2026-05-20,Sur,C,524,1249.1223587223587,False,1261.8334174659262,False
2026-05-20,Centro,A,1669,1256.3965252938171,True,1247.875754527163,True
2026-05-20,Norte,C,1709,1249.1223587223587,True,1252.625190452006,True
2026-05-20,Centro,C,1816,1249.1223587223587,True,1247.875754527163,True
2026-05-20,Centro,A,1721,1256.3965252938171,True,1247.875754527163,True
2026-05-20,Norte,B,1057,1257.0174717368961,False,1252.625190452006,False
2026-05-20,Norte,C,1968,1249.1223587223587,True,1252.625190452006,True
2026-05-20,Sur,B,1887,1257.0174717368961,True,1261.8334174659262,True
2026-05-20,Sur,B,1021,1257.0174717368961,False,1261.8334174659262,False
2026-05-20,Centro,B,1951,1257.0174717368961,True,1247.875754527163,True
2026-05-20,Centro,A,1753,1256.3965252938171,True,1247.875754527163,True
2026-05-20,Centro,C,1462,1249.1223587223587,True,1247.875754527163,True
2026-05-20,Sur,B,1160,1257.0174717368961,False,1261.8334174659262,False
2026-05-20,Norte,A,1096,1256.3965252938171,False,1252.625190452006,False
2026-05-20,Centro,B,728,1257.0174717368961,False,1247.875754527163,False
2026-05-20,Centro,A,1773,1256.3965252938171,True,1247.875754527163,True
2026-05-20,Norte,A,632,1256.3965252938171,False,1252.625190452006,False
2026-05-20,Centro,B,765,1257.0174717368961,False,1247.875754527163,False
2026-05-20,Sur,A,757,1256.3965252938171,False,1261.8334174659262,False
2026-05-20,Norte,B,660,1257.0174717368961,False,1252.625190452006,False
2026-05-20,Sur,C,1769,1249.1223587223587,True,1261.8334174659262,True
2026-05-20,Centro,C,822,1249.1223587223587,False,1247.875754527163,False
2026-05-20,Sur,B,1037,1257.0174717368961,False,1261.8334174659262,False
2026-05-20,Centro,C,1736,1249.1223587223587,True,1247.875754527163,True
2026-05-20,Norte,B,557,1257.0174717368961,False,1252.625190452006,False
2026-05-20,Norte,A,1594,1256.3965252938171,True,1252.625190452006,True
2026-05-20,Centro,B,1558,1257.0174717368961,True,1247.875754527163,True
2026-05-20,Centro,C,1479,1249.1223587223587,True,1247.875754527163,True
2026-05-20,Centro,A,525,1256.3965252938171,False,1247.875754527163,False
2026-05-20,Centro,A,656,1256.3965252938171,False,1247.875754527163,False
2026-05-20,Norte,A,1052,1256.3965252938171,False,1252.625190452006,False
2026-05-20,Sur,B,1260,1257.0174717368961,True,1261.8334174659262,False
2026-05-20,Centro,C,888,1249.1223587223587,False,1247.875754527163,False
2026-05-20,Norte,A,1983,1256.3965252938171,True,1252.625190452006,True
2026-05-20,Centro,B,1567,1257.0174717368961,True,1247.875754527163,True
2026-05-20,Centro,A,1516,1256.3965252938171,True,1247.875754527163,True
2026-05-20,Centro,C,1685,1249.1223587223587,True,1247.875754527163,True
2026-05-20,Norte,B,1062,1257.0174717368961,False,1252.625190452006,False
2026-05-20,Norte,B,1601,1257.0174717368961,True,1252.625190452006,True
2026-05-20,Sur,B,1400,1257.0174717368961,True,1261.8334174659262,True
2026-05-20,Sur,C,1392,1249.1223587223587,True,1261.8334174659262,True
2026-05-20,Centro,A,879,1256.3965252938171,False,1247.875754527163,False
2026-05-20,Norte,C,679,1249.1223587223587,False,1252.625190452006,False
2026-05-20,Norte,A,1658,1256.3965252938171,True,1252.625190452006,True
2026-05-20,Sur,C,661,1249.1223587223587,False,1261.8334174659262,False
2026-05-20,Centro,A,1998,1256.3965252938171,True,1247.875754527163,True
2026-05-20,Centro,B,717,1257.0174717368961,False,1247.875754527163,False
2026-05-20,Sur,B,891,1257.0174717368961,False,1261.8334174659262,False
2026-05-20,Centro,B,1219,1257.0174717368961,False,1247.875754527163,False
2026-05-20,Norte,C,1287,1249.1223587223587,True,1252.625190452006,True
2026-05-20,Norte,C,859,1249.1223587223587,False,1252.625190452006,False
2026-05-20,Centro,B,608,1257.0174717368961,False,1247.875754527163,False
2026-05-20,Centro,A,1133,1256.3965252938171,False,1247.875754527163,False
2026-05-20,Sur,A,872,1256.3965252938171,False,1261.8334174659262,False
2026-05-20,Centro,C,1405,1249.1223587223587,True,1247.875754527163,True
2026-05-20,Sur,A,901,1256.3965252938171,False,1261.8334174659262,False
2026-05-20,Centro,A,1520,1256.3965252938171,True,1247.875754527163,True
2026-05-20,Sur,B,1536,1257.0174717368961,True,1261.8334174659262,True
2026-05-20,Centro,B,1047,1257.0174717368961,False,1247.875754527163,False
2026-05-20,Norte,A,1869,1256.3965252938171,True,1252.625190452006,True
2026-05-20,Sur,C,1840,1249.1223587223587,True,1261.8334174659262,True
2026-05-20,Sur,A,1682,1256.3965252938171,True,1261.8334174659262,True
2026-05-20,Norte,B,1581,1257.0174717368961,True,1252.625190452006,True
2026-05-20,Norte,B,1313,1257.0174717368961,True,1252.625190452006,True
2026-05-20,Norte,A,759,1256.3965252938171,False,1252.625190452006,False
2026-05-20,Centro,A,1729,1256.3965252938171,True,1247.875754527163,True
2026-05-20,Centro,C,1577,1249.1223587223587,True,1247.875754527163,True
2026-05-20,Centro,B,1386,1257.0174717368961,True,1247.875754527163,True
2026-05-20,Centro,B,756,1257.0174717368961,False,1247.875754527163,False
2026-05-20,Norte,A,1623,1256.3965252938171,True,1252.625190452006,True
2026-05-20,Norte,A,1031,1256.3965252938171,False,1252.625190452006,False
2026-05-20,Centro,A,512,1256.3965252938171,False,1247.875754527163,False
2026-05-20,Sur,A,500,1256.3965252938171,False,1261.8334174659262,False
2026-05-20,Sur,A,714,1256.3965252938171,False,1261.8334174659262,False
2026-05-20,Centro,B,1470,1257.0174717368961,True,1247.875754527163,True
2026-05-20,Sur,A,1501,1256.3965252938171,True,1261.8334174659262,True
2026-05-20,Sur,C,1375,1249.1223587223587,True,1261.8334174659262,True
2026-05-20,Sur,C,1475,1249.1223587223587,True,1261.8334174659262,True
2026-05-20,Sur,B,1135,1257.0174717368961,False,1261.8334174659262,False
2026-05-20,Sur,B,1918,1257.0174717368961,True,1261.8334174659262,True
2026-05-20,Norte,B,1212,1257.0174717368961,False,1252.625190452006,False
2026-05-20,Norte,C,1331,1249.1223587223587,True,1252.625190452006,True
2026-05-20,Sur,A,560,1256.3965252938171,False,1261.8334174659262,False
2026-05-20,Centro,A,1653,1256.3965252938171,True,1247.875754527163,True
2026-05-20,Centro,C,1782,1249.1223587223587,True,1247.875754527163,True
2026-05-20,Norte,A,741,1256.3965252938171,False,1252.625190452006,False
2026-05-20,Sur,A,1721,1256.3965252938171,True,1261.8334174659262,True
2026-05-20,Centro,A,1934,1256.3965252938171,True,1247.875754527163,True
2026-05-20,Centro,C,1953,1249.1223587223587,True,1247.875754527163,True
2026-05-20,Centro,A,1375,1256.3965252938171,True,1247.875754527163,True
2026-05-20,Norte,A,1551,1256.3965252938171,True,1252.625190452006,True
2026-05-20,Sur,B,1243,1257.0174717368961,False,1261.8334174659262,False
2026-05-20,Sur,C,1614,1249.1223587223587,True,1261.8334174659262,True
2026-05-20,Sur,B,1255,1257.0174717368961,False,1261.8334174659262,False
2026-05-20,Sur,A,716,1256.3965252938171,False,1261.8334174659262,False
2026-05-20,Norte,B,1619,1257.0174717368961,True,1252.625190452006,True
2026-05-20,Norte,C,1878,1249.1223587223587,True,1252.625190452006,True
