fecha,region,producto,ventas,promedio_producto,venta_sobre_prom_producto,promedio_region,venta_sobre_prom_region,condicion_pago,fecha_cobro,estado_cobro,importe_cobrado,importe_incobrable
2026-05-19,Centro,C,1479,1251.1022756328305,True,1244.2462362847666,True,CONTADO,2026-05-19,COBRADA,1479,0
2026-05-19,Norte,C,1063,1251.1022756328305,False,1257.9153726708075,False,CONTADO,2026-05-19,COBRADA,1063,0
2026-05-19,Centro,B,1120,1247.0870221327968,False,1244.2462362847666,False,30D,2026-06-18,COBRADA,1120,0
2026-05-19,Centro,A,758,1253.6714546879082,False,1244.2462362847666,False,30D,2026-06-18,COBRADA,758,0
2026-05-19,Centro,A,557,1253.6714546879082,False,1244.2462362847666,False,30D,2026-06-18,COBRADA,557,0
2026-05-19,Norte,A,1245,1253.6714546879082,False,1257.9153726708075,False,30D,2026-06-18,COBRADA,1245,0
2026-05-19,Norte,C,1361,1251.1022756328305,True,1257.9153726708075,True,30D,2026-06-18,COBRADA,1361,0
2026-05-19,Centro,C,1316,1251.1022756328305,True,1244.2462362847666,True,30D,2026-06-18,COBRADA,1316,0
2026-05-19,Norte,C,1979,1251.1022756328305,True,1257.9153726708075,True,30D,2026-06-18,COBRADA,1979,0
2026-05-19,Centro,B,1727,1247.0870221327968,True,1244.2462362847666,True,30D,2026-06-18,COBRADA,1727,0
2026-05-19,Sur,A,1948,1253.6714546879082,True,1249.6824307144673,True,30D,2026-06-18,COBRADA,1948,0
2026-05-19,Sur,C,678,1251.1022756328305,False,1249.6824307144673,False,30D,2026-06-18,COBRADA,678,0
2026-05-19,Centro,C,1046,1251.1022756328305,False,1244.2462362847666,False,30D,2026-06-18,COBRADA,1046,0
2026-05-19,Norte,C,1646,1251.1022756328305,True,1257.9153726708075,True,30D,2026-06-18,COBRADA,1646,0
2026-05-19,Centro,C,837,1251.1022756328305,False,1244.2462362847666,False,30D,2026-06-18,COBRADA,837,0
2026-05-19,Norte,C,1906,1251.1022756328305,True,1257.9153726708075,True,30D,2026-06-18,COBRADA,1906,0
2026-05-19,Centro,C,889,1251.1022756328305,False,1244.2462362847666,False,30D,2026-06-18,COBRADA,889,0
2026-05-19,Norte,B,680,1247.0870221327968,False,1257.9153726708075,False,30D,2026-06-18,COBRADA,680,0
2026-05-19,Centro,C,1444,1251.1022756328305,True,1244.2462362847666,True,30D,2026-06-18,INCOBRABLE,0,1444
2026-05-19,Norte,C,1880,1251.1022756328305,True,1257.9153726708075,True,30D,2026-06-18,COBRADA,1880,0
2026-05-19,Centro,B,1935,1247.0870221327968,True,1244.2462362847666,True,30D,2026-06-18,COBRADA,1935,0
2026-05-19,Norte,C,1737,1251.1022756328305,True,1257.9153726708075,True,30D,2026-06-18,COBRADA,1737,0
2026-05-19,Sur,B,1220,1247.0870221327968,False,1249.6824307144673,False,30D,2026-06-18,COBRADA,1220,0
2026-05-19,Norte,A,1204,1253.6714546879082,False,1257.9153726708075,False,30D,2026-06-18,COBRADA,1204,0
2026-05-19,Norte,C,1437,1251.1022756328305,True,1257.9153726708075,True,30D,2026-06-18,COBRADA,1437,0
2026-05-19,Sur,B,1646,1247.0870221327968,True,1249.6824307144673,True,30D,2026-06-18,COBRADA,1646,0
2026-05-19,Centro,C,1492,1251.1022756328305,True,1244.2462362847666,True,30D,2026-06-18,COBRADA,1492,0
2026-05-19,Centro,C,733,1251.1022756328305,False,1244.2462362847666,False,30D,2026-06-18,COBRADA,733,0
2026-05-19,Norte,C,541,1251.1022756328305,False,1257.9153726708075,False,30D,2026-06-18,COBRADA,541,0
2026-05-19,Centro,C,1792,1251.1022756328305,True,1244.2462362847666,True,30D,2026-06-18,COBRADA,1792,0
2026-05-19,Norte,B,1768,1247.0870221327968,True,1257.9153726708075,True,30D,2026-06-18,COBRADA,1768,0
2026-05-19,Sur,C,1390,1251.1022756328305,True,1249.6824307144673,True,30D,2026-06-18,COBRADA,1390,0
2026-05-19,Norte,A,1131,1253.6714546879082,False,1257.9153726708075,False,30D,2026-06-18,INCOBRABLE,0,1131
2026-05-19,Centro,C,873,1251.1022756328305,False,1244.2462362847666,False,30D,2026-06-18,COBRADA,873,0
2026-05-19,Norte,C,1191,1251.1022756328305,False,1257.9153726708075,False,30D,2026-06-18,COBRADA,1191,0
2026-05-19,Centro,B,719,1247.0870221327968,False,1244.2462362847666,False,30D,2026-06-18,COBRADA,719,0
2026-05-19,Norte,C,671,1251.1022756328305,False,1257.9153726708075,False,30D,2026-06-18,COBRADA,671,0
2026-05-19,Centro,C,1272,1251.1022756328305,True,1244.2462362847666,True,60D,2026-07-18,COBRADA,1272,0
2026-05-19,Norte,C,1250,1251.1022756328305,False,1257.9153726708075,False,60D,2026-07-18,COBRADA,1250,0
2026-05-19,Centro,A,1778,1253.6714546879082,True,1244.2462362847666,True,60D,2026-07-18,COBRADA,1778,0
2026-05-19,Norte,A,859,1253.6714546879082,False,1257.9153726708075,False,60D,2026-07-18,COBRADA,859,0
2026-05-19,Centro,A,642,1253.6714546879082,False,1244.2462362847666,False,60D,2026-07-18,COBRADA,642,0
2026-05-19,Centro,C,1114,1251.1022756328305,False,1244.2462362847666,False,60D,2026-07-18,COBRADA,1114,0
2026-05-19,Centro,A,793,1253.6714546879082,False,1244.2462362847666,False,60D,2026-07-18,COBRADA,793,0
2026-05-19,Sur,C,758,1251.1022756328305,False,1249.6824307144673,False,60D,2026-07-18,COBRADA,758,0
2026-05-19,Centro,C,1434,1251.1022756328305,True,1244.2462362847666,True,60D,2026-07-18,COBRADA,1434,0
2026-05-19,Norte,C,638,1251.1022756328305,False,1257.9153726708075,False,60D,2026-07-18,COBRADA,638,0
2026-05-19,Centro,C,1430,1251.1022756328305,True,1244.2462362847666,True,60D,2026-07-18,COBRADA,1430,0
2026-05-19,Sur,C,1497,1251.1022756328305,True,1249.6824307144673,True,60D,2026-07-18,COBRADA,1497,0
2026-05-19,Sur,A,1017,1253.6714546879082,False,1249.6824307144673,False,60D,2026-07-18,INCOBRABLE,0,1017
2026-05-19,Centro,C,1758,1251.1022756328305,True,1244.2462362847666,True,60D,2026-07-18,COBRADA,1758,0
2026-05-19,Norte,C,1136,1251.1022756328305,False,1257.9153726708075,False,60D,2026-07-18,COBRADA,1136,0
2026-05-19,Norte,C,1310,1251.1022756328305,True,1257.9153726708075,True,60D,2026-07-18,INCOBRABLE,0,1310
2026-05-19,Centro,C,805,1251.1022756328305,False,1244.2462362847666,False,60D,2026-07-18,COBRADA,805,0
2026-05-19,Sur,B,777,1247.0870221327968,False,1249.6824307144673,False,60D,2026-07-18,COBRADA,777,0
2026-05-19,Centro,B,1885,1247.0870221327968,True,1244.2462362847666,True,60D,2026-07-18,COBRADA,1885,0
2026-05-19,Sur,A,1311,1253.6714546879082,True,1249.6824307144673,True,60D,2026-07-18,COBRADA,1311,0
2026-05-19,Norte,A,1149,1253.6714546879082,False,1257.9153726708075,False,90D,2026-08-17,PENDIENTE,0,0
2026-05-19,Norte,B,640,1247.0870221327968,False,1257.9153726708075,False,90D,2026-08-17,PENDIENTE,0,0
2026-05-19,Norte,B,516,1247.0870221327968,False,1257.9153726708075,False,90D,2026-08-17,PENDIENTE,0,0
2026-05-19,Centro,A,638,1253.6714546879082,False,1244.2462362847666,False,90D,2026-08-17,PENDIENTE,0,0
2026-05-19,Sur,C,1187,1251.1022756328305,False,1249.6824307144673,False,90D,2026-08-17,PENDIENTE,0,0
2026-05-19,Centro,A,944,1253.6714546879082,False,1244.2462362847666,False,CONTADO,2026-05-19,COBRADA,944,0
2026-05-19,Centro,A,1453,1253.6714546879082,True,1244.2462362847666,True,CONTADO,2026-05-19,COBRADA,1453,0
2026-05-19,Sur,C,1284,1251.1022756328305,True,1249.6824307144673,True,CONTADO,2026-05-19,COBRADA,1284,0
2026-05-19,Sur,A,1677,1253.6714546879082,True,1249.6824307144673,True,CONTADO,2026-05-19,COBRADA,1677,0
2026-05-19,Norte,C,639,1251.1022756328305,False,1257.9153726708075,False,CONTADO,2026-05-19,COBRADA,639,0
2026-05-19,Sur,B,748,1247.0870221327968,False,1249.6824307144673,False,CONTADO,2026-05-19,COBRADA,748,0
2026-05-19,Norte,A,1924,1253.6714546879082,True,1257.9153726708075,True,CONTADO,2026-05-19,COBRADA,1924,0
2026-05-19,Centro,B,1943,1247.0870221327968,True,1244.2462362847666,True,CONTADO,2026-05-19,COBRADA,1943,0
2026-05-19,Sur,C,593,1251.1022756328305,False,1249.6824307144673,False,CONTADO,2026-05-19,COBRADA,593,0
2026-05-19,Centro,A,1214,1253.6714546879082,False,1244.2462362847666,False,CONTADO,2026-05-19,COBRADA,1214,0
2026-05-19,Sur,A,1669,1253.6714546879082,True,1249.6824307144673,True,CONTADO,2026-05-19,COBRADA,1669,0
2026-05-19,Norte,A,1337,1253.6714546879082,True,1257.9153726708075,True,CONTADO,2026-05-19,COBRADA,1337,0
2026-05-19,Centro,C,1197,1251.1022756328305,False,1244.2462362847666,False,CONTADO,2026-05-19,COBRADA,1197,0
2026-05-19,Sur,C,774,1251.1022756328305,False,1249.6824307144673,False,CONTADO,2026-05-19,COBRADA,774,0
2026-05-19,Norte,A,1493,1253.6714546879082,True,1257.9153726708075,True,CONTADO,2026-05-19,COBRADA,1493,0
2026-05-19,Centro,A,857,1253.6714546879082,False,1244.2462362847666,False,CONTADO,2026-05-19,COBRADA,857,0
2026-05-19,Centro,C,794,1251.1022756328305,False,1244.2462362847666,False,CONTADO,2026-05-19,COBRADA,794,0
2026-05-19,Centro,C,1128,1251.1022756328305,False,1244.2462362847666,False,CONTADO,2026-05-19,COBRADA,1128,0
2026-05-19,Norte,B,1157,1247.0870221327968,False,1257.9153726708075,False,CONTADO,2026-05-19,COBRADA,1157,0
2026-05-19,Centro,A,1095,1253.6714546879082,False,1244.2462362847666,False,CONTADO,2026-05-19,COBRADA,1095,0
2026-05-19,Sur,C,634,1251.1022756328305,False,1249.6824307144673,False,CONTADO,2026-05-19,COBRADA,634,0
2026-05-19,Norte,A,714,1253.6714546879082,False,1257.9153726708075,False,CONTADO,2026-05-19,COBRADA,714,0
2026-05-19,Centro,B,697,1247.0870221327968,False,1244.2462362847666,False,CONTADO,2026-05-19,COBRADA,697,0
2026-05-19,Sur,B,1494,1247.0870221327968,True,1249.6824307144673,True,CONTADO,2026-05-19,COBRADA,1494,0
2026-05-19,Norte,A,1032,1253.6714546879082,False,1257.9153726708075,False,CONTADO,2026-05-19,COBRADA,1032,0
2026-05-19,Centro,C,1713,1251.1022756328305,True,1244.2462362847666,True,CONTADO,2026-05-19,COBRADA,1713,0
2026-05-19,Sur,C,1419,1251.1022756328305,True,1249.6824307144673,True,CONTADO,2026-05-19,COBRADA,1419,0
2026-05-19,Sur,B,1650,1247.0870221327968,True,1249.6824307144673,True,CONTADO,2026-05-19,COBRADA,1650,0
2026-05-19,Sur,B,535,1247.0870221327968,False,1249.6824307144673,False,CONTADO,2026-05-19,COBRADA,535,0
2026-05-19,Norte,C,935,1251.1022756328305,False,1257.9153726708075,False,CONTADO,2026-05-19,COBRADA,935,0
2026-05-19,Centro,C,1667,1251.1022756328305,True,1244.2462362847666,True,CONTADO,2026-05-19,COBRADA,1667,0
2026-05-19,Sur,C,1823,1251.1022756328305,True,1249.6824307144673,True,CONTADO,2026-05-19,COBRADA,1823,0
2026-05-19,Centro,B,1251,1247.0870221327968,True,1244.2462362847666,True,CONTADO,2026-05-19,COBRADA,1251,0
2026-05-19,Centro,C,1072,1251.1022756328305,False,1244.2462362847666,False,CONTADO,2026-05-19,COBRADA,1072,0
2026-05-19,Norte,A,1018,1253.6714546879082,False,1257.9153726708075,False,CONTADO,2026-05-19,COBRADA,1018,0
2026-05-19,Sur,B,644,1247.0870221327968,False,1249.6824307144673,False,CONTADO,2026-05-19,COBRADA,644,0
2026-05-19,Centro,A,904,1253.6714546879082,False,1244.2462362847666,False,CONTADO,2026-05-19,COBRADA,904,0
2026-05-19,Norte,C,1852,1251.1022756328305,True,1257.9153726708075,True,CONTADO,2026-05-19,COBRADA,1852,0
2026-05-19,Centro,A,724,1253.6714546879082,False,1244.2462362847666,False,CONTADO,2026-05-19,COBRADA,724,0
2026-05-19,Centro,C,1869,1251.1022756328305,True,1244.2462362847666,True,CONTADO,2026-05-19,COBRADA,1869,0
2026-05-19,Sur,C,1242,1251.1022756328305,False,1249.6824307144673,False,30D,2026-06-18,COBRADA,1242,0
2026-05-19,Centro,C,1494,1251.1022756328305,True,1244.2462362847666,True,30D,2026-06-18,COBRADA,1494,0
2026-05-19,Norte,A,1945,1253.6714546879082,True,1257.9153726708075,True,30D,2026-06-18,COBRADA,1945,0
2026-05-19,Centro,A,1853,1253.6714546879082,True,1244.2462362847666,True,30D,2026-06-18,COBRADA,1853,0
2026-05-19,Sur,C,982,1251.1022756328305,False,1249.6824307144673,False,30D,2026-06-18,COBRADA,982,0
2026-05-19,Centro,C,721,1251.1022756328305,False,1244.2462362847666,False,30D,2026-06-18,COBRADA,721,0
2026-05-19,Centro,A,1950,1253.6714546879082,True,1244.2462362847666,True,30D,2026-06-18,COBRADA,1950,0
2026-05-19,Sur,C,549,1251.1022756328305,False,1249.6824307144673,False,30D,2026-06-18,COBRADA,549,0
2026-05-19,Centro,C,1823,1251.1022756328305,True,1244.2462362847666,True,30D,2026-06-18,COBRADA,1823,0
2026-05-19,Norte,C,910,1251.1022756328305,False,1257.9153726708075,False,30D,2026-06-18,COBRADA,910,0
2026-05-19,Sur,C,1697,1251.1022756328305,True,1249.6824307144673,True,30D,2026-06-18,COBRADA,1697,0
2026-05-19,Norte,A,1503,1253.6714546879082,True,1257.9153726708075,True,30D,2026-06-18,COBRADA,1503,0
2026-05-19,Norte,B,834,1247.0870221327968,False,1257.9153726708075,False,30D,2026-06-18,COBRADA,834,0
2026-05-19,Norte,C,529,1251.1022756328305,False,1257.9153726708075,False,30D,2026-06-18,COBRADA,529,0
2026-05-19,Norte,B,751,1247.0870221327968,False,1257.9153726708075,False,30D,2026-06-18,COBRADA,751,0
2026-05-19,Centro,B,1454,1247.0870221327968,True,1244.2462362847666,True,30D,2026-06-18,COBRADA,1454,0
2026-05-19,Sur,B,782,1247.0870221327968,False,1249.6824307144673,False,30D,2026-06-18,COBRADA,782,0
2026-05-19,Centro,A,731,1253.6714546879082,False,1244.2462362847666,False,30D,2026-06-18,COBRADA,731,0
2026-05-19,Sur,C,1680,1251.1022756328305,True,1249.6824307144673,True,30D,2026-06-18,COBRADA,1680,0
2026-05-19,Centro,C,1066,1251.1022756328305,False,1244.2462362847666,False,30D,2026-06-18,COBRADA,1066,0
2026-05-19,Centro,C,1445,1251.1022756328305,True,1244.2462362847666,True,30D,2026-06-18,COBRADA,1445,0
2026-05-19,Centro,C,1331,1251.1022756328305,True,1244.2462362847666,True,30D,2026-06-18,COBRADA,1331,0
2026-05-19,Centro,A,1600,1253.6714546879082,True,1244.2462362847666,True,30D,2026-06-18,COBRADA,1600,0
2026-05-19,Centro,A,1210,1253.6714546879082,False,1244.2462362847666,False,30D,2026-06-18,COBRADA,1210,0
2026-05-19,Norte,B,838,1247.0870221327968,False,1257.9153726708075,False,30D,2026-06-18,COBRADA,838,0
2026-05-19,Centro,C,1593,1251.1022756328305,True,1244.2462362847666,True,30D,2026-06-18,COBRADA,1593,0
2026-05-19,Norte,B,739,1247.0870221327968,False,1257.9153726708075,False,30D,2026-06-18,COBRADA,739,0
2026-05-19,Norte,B,1388,1247.0870221327968,True,1257.9153726708075,True,30D,2026-06-18,COBRADA,1388,0
2026-05-19,Sur,C,1237,1251.1022756328305,False,1249.6824307144673,False,30D,2026-06-18,COBRADA,1237,0
2026-05-19,Centro,A,1172,1253.6714546879082,False,1244.2462362847666,False,30D,2026-06-18,COBRADA,1172,0
2026-05-19,Norte,A,1755,1253.6714546879082,True,1257.9153726708075,True,30D,2026-06-18,COBRADA,1755,0
2026-05-19,Centro,B,1502,1247.0870221327968,True,1244.2462362847666,True,30D,2026-06-18,COBRADA,1502,0
2026-05-19,Centro,C,1585,1251.1022756328305,True,1244.2462362847666,True,30D,2026-06-18,COBRADA,1585,0
2026-05-19,Norte,C,1201,1251.1022756328305,False,1257.9153726708075,False,30D,2026-06-18,COBRADA,1201,0
2026-05-19,Sur,C,1699,1251.1022756328305,True,1249.6824307144673,True,30D,2026-06-18,COBRADA,1699,0
2026-05-19,Sur,A,966,1253.6714546879082,False,1249.6824307144673,False,60D,2026-07-18,COBRADA,966,0
2026-05-19,Norte,A,1838,1253.6714546879082,True,1257.9153726708075,True,60D,2026-07-18,COBRADA,1838,0
2026-05-19,Sur,C,1461,1251.1022756328305,True,1249.6824307144673,True,60D,2026-07-18,COBRADA,1461,0
2026-05-19,Norte,B,1762,1247.0870221327968,True,1257.9153726708075,True,60D,2026-07-18,COBRADA,1762,0
2026-05-19,Sur,A,1773,1253.6714546879082,True,1249.6824307144673,True,60D,2026-07-18,COBRADA,1773,0
2026-05-19,Centro,A,963,1253.6714546879082,False,1244.2462362847666,False,60D,2026-07-18,COBRADA,963,0
2026-05-19,Norte,A,1685,1253.6714546879082,True,1257.9153726708075,True,60D,2026-07-18,COBRADA,1685,0
2026-05-19,Centro,C,1186,1251.1022756328305,False,1244.2462362847666,False,60D,2026-07-18,COBRADA,1186,0
2026-05-19,Norte,B,1811,1247.0870221327968,True,1257.9153726708075,True,60D,2026-07-18,COBRADA,1811,0
2026-05-19,Norte,B,1193,1247.0870221327968,False,1257.9153726708075,False,60D,2026-07-18,COBRADA,1193,0
2026-05-19,Centro,A,1583,1253.6714546879082,True,1244.2462362847666,True,60D,2026-07-18,COBRADA,1583,0
2026-05-19,Centro,C,1727,1251.1022756328305,True,1244.2462362847666,True,60D,2026-07-18,COBRADA,1727,0
2026-05-19,Norte,C,1231,1251.1022756328305,False,1257.9153726708075,False,60D,2026-07-18,COBRADA,1231,0
2026-05-19,Norte,B,727,1247.0870221327968,False,1257.9153726708075,False,60D,2026-07-18,COBRADA,727,0
2026-05-19,Centro,B,1463,1247.0870221327968,True,1244.2462362847666,True,60D,2026-07-18,COBRADA,1463,0
2026-05-19,Sur,C,1034,1251.1022756328305,False,1249.6824307144673,False,60D,2026-07-18,COBRADA,1034,0
2026-05-19,Centro,C,1545,1251.1022756328305,True,1244.2462362847666,True,60D,2026-07-18,COBRADA,1545,0
2026-05-19,Sur,C,1103,1251.1022756328305,False,1249.6824307144673,False,60D,2026-07-18,COBRADA,1103,0
2026-05-19,Centro,C,1201,1251.1022756328305,False,1244.2462362847666,False,60D,2026-07-18,COBRADA,1201,0
2026-05-19,Norte,B,636,1247.0870221327968,False,1257.9153726708075,False,60D,2026-07-18,COBRADA,636,0
2026-05-19,Norte,B,1695,1247.0870221327968,True,1257.9153726708075,True,90D,2026-08-17,PENDIENTE,0,0
2026-05-19,Centro,B,898,1247.0870221327968,False,1244.2462362847666,False,90D,2026-08-17,PENDIENTE,0,0
2026-05-19,Norte,C,745,1251.1022756328305,False,1257.9153726708075,False,90D,2026-08-17,PENDIENTE,0,0
2026-05-20,Sur,B,587,1247.0870221327968,False,1249.6824307144673,False,90D,2026-08-18,PENDIENTE,0,0
2026-05-20,Sur,B,1551,1247.0870221327968,True,1249.6824307144673,True,90D,2026-08-18,PENDIENTE,0,0
2026-05-20,Sur,B,1690,1247.0870221327968,True,1249.6824307144673,True,CONTADO,2026-05-20,COBRADA,1690,0
2026-05-20,Sur,B,856,1247.0870221327968,False,1249.6824307144673,False,CONTADO,2026-05-20,COBRADA,856,0
2026-05-20,Sur,B,851,1247.0870221327968,False,1249.6824307144673,False,CONTADO,2026-05-20,COBRADA,851,0
2026-05-20,Norte,B,1722,1247.0870221327968,True,1257.9153726708075,True,CONTADO,2026-05-20,COBRADA,1722,0
2026-05-20,Sur,B,1308,1247.0870221327968,True,1249.6824307144673,True,CONTADO,2026-05-20,COBRADA,1308,0
2026-05-20,Centro,C,704,1251.1022756328305,False,1244.2462362847666,False,CONTADO,2026-05-20,COBRADA,704,0
2026-05-20,Centro,A,766,1253.6714546879082,False,1244.2462362847666,False,CONTADO,2026-05-20,COBRADA,766,0
2026-05-20,Centro,B,1476,1247.0870221327968,True,1244.2462362847666,True,CONTADO,2026-05-20,COBRADA,1476,0
2026-05-20,Sur,C,971,1251.1022756328305,False,1249.6824307144673,False,CONTADO,2026-05-20,COBRADA,971,0
2026-05-20,Norte,A,599,1253.6714546879082,False,1257.9153726708075,False,CONTADO,2026-05-20,COBRADA,599,0
2026-05-20,Norte,B,1395,1247.0870221327968,True,1257.9153726708075,True,CONTADO,2026-05-20,COBRADA,1395,0
2026-05-20,Norte,C,941,1251.1022756328305,False,1257.9153726708075,False,CONTADO,2026-05-20,COBRADA,941,0
2026-05-20,Norte,C,560,1251.1022756328305,False,1257.9153726708075,False,CONTADO,2026-05-20,COBRADA,560,0
2026-05-20,Centro,C,620,1251.1022756328305,False,1244.2462362847666,False,CONTADO,2026-05-20,COBRADA,620,0
2026-05-20,Norte,B,1501,1247.0870221327968,True,1257.9153726708075,True,CONTADO,2026-05-20,COBRADA,1501,0
2026-05-20,Centro,B,1370,1247.0870221327968,True,1244.2462362847666,True,CONTADO,2026-05-20,COBRADA,1370,0
2026-05-20,Sur,C,1833,1251.1022756328305,True,1249.6824307144673,True,CONTADO,2026-05-20,COBRADA,1833,0
2026-05-20,Norte,C,1391,1251.1022756328305,True,1257.9153726708075,True,CONTADO,2026-05-20,COBRADA,1391,0
2026-05-20,Norte,B,1620,1247.0870221327968,True,1257.9153726708075,True,CONTADO,2026-05-20,COBRADA,1620,0
2026-05-20,Centro,C,1722,1251.1022756328305,True,1244.2462362847666,True,CONTADO,2026-05-20,COBRADA,1722,0
2026-05-20,Sur,B,1582,1247.0870221327968,True,1249.6824307144673,True,CONTADO,2026-05-20,COBRADA,1582,0
2026-05-20,Norte,B,702,1247.0870221327968,False,1257.9153726708075,False,CONTADO,2026-05-20,COBRADA,702,0
2026-05-20,Sur,B,1820,1247.0870221327968,True,1249.6824307144673,True,CONTADO,2026-05-20,COBRADA,1820,0
2026-05-20,Centro,B,1316,1247.0870221327968,True,1244.2462362847666,True,CONTADO,2026-05-20,COBRADA,1316,0
2026-05-20,Centro,B,693,1247.0870221327968,False,1244.2462362847666,False,CONTADO,2026-05-20,COBRADA,693,0
2026-05-20,Sur,B,1479,1247.0870221327968,True,1249.6824307144673,True,CONTADO,2026-05-20,COBRADA,1479,0
2026-05-20,Centro,B,1037,1247.0870221327968,False,1244.2462362847666,False,CONTADO,2026-05-20,COBRADA,1037,0
2026-05-20,Norte,A,1463,1253.6714546879082,True,1257.9153726708075,True,CONTADO,2026-05-20,COBRADA,1463,0
2026-05-20,Sur,A,802,1253.6714546879082,False,1249.6824307144673,False,CONTADO,2026-05-20,COBRADA,802,0
2026-05-20,Sur,B,1506,1247.0870221327968,True,1249.6824307144673,True,CONTADO,2026-05-20,COBRADA,1506,0
